equipmentName,itemType,cardId,cardName,cardType,weaponStrategyId,weaponStrategyName,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus
Amber Cello (Hunt Phase),tool,amberCelloHuntPhaseEcho,Amber Cello (Hunt Phase) — Echo,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Cello (Showdown Phase),tool,amberCelloShowdownPhaseWarCall,Amber Cello (Showdown Phase) — War Call,support,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Cello (Showdown Phase),tool,amberCelloShowdownPhaseEcho,Amber Cello (Showdown Phase) — Echo,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Twin Knives,weapon,amberTwinKnivesOpeningCut,Amber Twin Knives — Opening Cut,attack,panicRamp,Panic Furnace,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Twin Knives,weapon,amberTwinKnivesTechnique,Amber Twin Knives — Technique,skill,panicRamp,Panic Furnace,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Twin Knives,weapon,amberTwinKnivesPayoff,Amber Twin Knives — Payoff,attack,panicRamp,Panic Furnace,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Edge,tool,amberEdgeUse,Amber Edge — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Edge,tool,amberEdgeContingency,Amber Edge — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Poleaxe,weapon,amberPoleaxeOpeningStrike,Amber Poleaxe — Opening Strike,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Poleaxe,weapon,amberPoleaxeTechnique,Amber Poleaxe — Technique,skill,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Amber Poleaxe,weapon,amberPoleaxePayoff,Amber Poleaxe — Payoff,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Antelope Visage,charm,antelopeVisageOmen,Antelope Visage — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Antelope Visage,charm,antelopeVisageGlimmer,Antelope Visage — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Arc Bow,weapon,arcBowOpeningStrike,Arc Bow — Opening Strike,attack,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Arc Bow,weapon,arcBowTechnique,Arc Bow — Technique,skill,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Arc Bow,weapon,arcBowPayoff,Arc Bow — Payoff,attack,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Armor Spikes,body,armorSpikesBrace,Armor Spikes — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Armor Spikes,body,armorSpikesFittedPlate,Armor Spikes — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bandages,tool,bandagesResonance,Bandages — Resonance,support,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bandages,tool,bandagesEcho,Bandages — Echo,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beacon Guard,offhand,beaconGuardShieldWall,Beacon Guard — Shield Wall,skill,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beacon Guard,offhand,beaconGuardAnsweringBash,Beacon Guard — Answering Bash,reaction,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beast Knuckle,weapon,beastKnuckleOpeningStrike,Beast Knuckle — Opening Strike,attack,panicRamp,Panic Furnace,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beast Knuckle,weapon,beastKnuckleTechnique,Beast Knuckle — Technique,skill,panicRamp,Panic Furnace,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beast Knuckle,weapon,beastKnucklePayoff,Beast Knuckle — Payoff,reaction,panicRamp,Panic Furnace,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beetugle (Hunt Phase),tool,beetugleHuntPhaseUse,Beetugle (Hunt Phase) — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beetugle (Hunt Phase),tool,beetugleHuntPhaseContingency,Beetugle (Hunt Phase) — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beetugle (Showdown Phase),tool,beetugleShowdownPhaseUse,Beetugle (Showdown Phase) — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Beetugle (Showdown Phase),tool,beetugleShowdownPhaseContingency,Beetugle (Showdown Phase) — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bird Bread,tool,birdBreadUse,Bird Bread — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bird Bread,tool,birdBreadContingency,Bird Bread — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dusk Hunter Armor Set,set,duskHunterArmorSetBrace,Dusk Hunter Armor Set — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dusk Hunter Armor Set,set,duskHunterArmorSetSetline,Dusk Hunter Armor Set — Setline,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Black Blade,weapon,blackBladeOpeningCut,Black Blade — Opening Cut,attack,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Black Blade,weapon,blackBladeTechnique,Black Blade — Technique,skill,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Black Blade,weapon,blackBladePayoff,Black Blade — Payoff,reaction,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blast Guard,offhand,blastGuardShieldWall,Blast Guard — Shield Wall,skill,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blast Guard,offhand,blastGuardAnsweringBash,Blast Guard — Answering Bash,reaction,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blast Blade,weapon,blastBladeOpeningCut,Blast Blade — Opening Cut,attack,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blast Blade,weapon,blastBladeTechnique,Blast Blade — Technique,skill,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blast Blade,weapon,blastBladePayoff,Blast Blade — Payoff,reaction,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Bag,tool,bloodBagUse,Blood Bag — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Bag,tool,bloodBagContingency,Blood Bag — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Crown,head,bloodCrownBrace,Blood Crown — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Crown,head,bloodCrownFittedPlate,Blood Crown — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Paint,tool,bloodPaintUse,Blood Paint — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Paint,tool,bloodPaintContingency,Blood Paint — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Sheath,tool,bloodSheathUse,Blood Sheath — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blood Sheath,tool,bloodSheathContingency,Blood Sheath — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bloom Sphere,tool,bloomSphereUse,Bloom Sphere — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bloom Sphere,tool,bloomSphereContingency,Bloom Sphere — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blue Charm,charm,blueCharmOmen,Blue Charm — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blue Charm,charm,blueCharmGlimmer,Blue Charm — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blue Power Core,charm,bluePowerCoreOmen,Blue Power Core — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blue Power Core,charm,bluePowerCoreGlimmer,Blue Power Core — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blue Ring,charm,blueRingOmen,Blue Ring — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Blue Ring,charm,blueRingGlimmer,Blue Ring — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Axe,weapon,boneAxeOpeningStrike,Bone Axe — Opening Strike,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Axe,weapon,boneAxeTechnique,Bone Axe — Technique,skill,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Axe,weapon,boneAxePayoff,Bone Axe — Payoff,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Axe (Broken),weapon,boneAxeBrokenOpeningStrike,Bone Axe (Broken) — Opening Strike,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Axe (Broken),weapon,boneAxeBrokenTechnique,Bone Axe (Broken) — Technique,skill,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Axe (Broken),weapon,boneAxeBrokenPayoff,Bone Axe (Broken) — Payoff,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Blade,weapon,boneBladeOpeningCut,Bone Blade — Opening Cut,attack,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Blade,weapon,boneBladeTechnique,Bone Blade — Technique,skill,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Blade,weapon,boneBladePayoff,Bone Blade — Payoff,reaction,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Blade (Broken),weapon,boneBladeBrokenOpeningCut,Bone Blade (Broken) — Opening Cut,attack,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Blade (Broken),weapon,boneBladeBrokenTechnique,Bone Blade (Broken) — Technique,skill,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Blade (Broken),weapon,boneBladeBrokenPayoff,Bone Blade (Broken) — Payoff,reaction,weakPointBreaker,Weak-Point Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Club,weapon,boneClubOpeningStrike,Bone Club — Opening Strike,attack,blockToDamage,Block-to-Damage Engine,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Bone Club,weapon,boneClubTechnique,Bone Club — Technique,skill,blockToDamage,Block-to-Damage Engine,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
